title,movieId,budget
Meatballs III: Summer Job,40772,0
Meatballs 4,40773,0
Dead Again,11498,0
Peter's Friends,11790,0
The Incredibly True Adventure of Two Girls In Love,29371,0
Experience Preferred...But Not Essential,276635,0
Under the Rainbow,47941,20000000
How I Won the War,29048,0
Light It Up,19052,0
Anywhere But Here,21349,23000000
Dogma,1832,10000000
The Messenger: The Story of Joan of Arc,10047,60000000
Pokémon: The First Movie: Mewtwo Strikes Back,10228,30000000
Felicia's Journey,47692,0
Oxygen,18561,0
Where's Marlowe?,144953,0
The Ape,37426,0
British Intelligence,51787,0
The Commitments,11663,0
Holiday Inn,13485,0
The Longest Day,9289,10000000
Poison Ivy,9264,0
Poison Ivy: The New Seduction,18222,0
Ten Benny,124853,0
Tora! Tora! Tora!,11165,25485000
Women on the Verge of a Nervous Breakdown,4203,700000
The Verdict,24226,16000000
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,88875,0
The Adventures of Buckaroo Banzai Across the 8th Dimension,11379,0
Stand and Deliver,29154,0
Moonstruck,2039,0
The Sandpiper,77915,0
Jeremiah Johnson,11943,0
Repulsion,11481,300000
Irma la Douce,2690,0
42 Up,20565,0
Liberty Heights,27141,0
Mansfield Park,10399,0
"Goodbye, 20th Century",90762,0
Sleepy Hollow,2668,100000000
The World Is Not Enough,36643,135000000
All About My Mother,99,8272296
Home Page,159569,0
The Living Dead Girl,77010,0
Babes in Toyland,25898,0
Scrooged,9647,0
Harvey,11787,0
Bicycle Thieves,5156,133000
Matewan,24276,4000000
Kagemusha,11953,0
47 Samurai,44662,0
McCabe & Mrs. Miller,29005,0
Maurice,26371,0
The Grapes of Wrath,596,750000
My Man Godfrey,52470,0
The Shop Around the Corner,20334,0
The Natural,11393,28000000
Shampoo,31121,0
A River Runs Through It,293,0
Fatal Attraction,10998,14000000
Jagged Edge,12235,15000000
Stanley & Iris,36094,23000000
Midnight Run,9013,30000000
Awakenings,11005,0
Come See the Paradise,59820,0
Backdraft,2924,75000000
The Fisher King,177,24000000
The River,38557,18000000
Country,42087,0
Places in the Heart,13681,0
"'night, Mother",34760,0
End of Days,9946,100000000
Toy Story 2,863,90000000
Flawless,31582,0
Miss Julie,125520,0
Ride with the Devil,22267,38000000
Tumbleweeds,55123,312000
A Bay of Blood,5486,0
The Distinguished Gentleman,10411,0
The Hitch-Hiker,41462,0
Santa Fe Trail,1718,0
Lauderdale,28604,0
Agnes Browne,15506,0
The End of the Affair,20024,23000000
The End of the Affair,78256,0
Holy Smoke!,13787,0
A Map of the World,54933,0
Sweet and Lowdown,9684,0
The Bonfire of the Vanities,9586,47000000
Broadway Damage,41638,0
Daddy-Long-Legs,70801,0
Go West,33015,0
Grand Illusion,777,0
The Great Santini,21887,0
The James Dean Story,5652,0
The Sea Wolves,19664,0
Stealing Home,32331,0
Tarzan the Fearless,76083,0
Three Ages,32628,0
The Two Jakes,32669,19000000
U2: Rattle and Hum,18161,0
Hell in the Pacific,31681,0
The Glass Bottom Boat,33666,0
Cradle Will Rock,32274,0
Deuce Bigalow: Male Gigolo,10402,17000000
The Green Mile,497,60000000
The Cider House Rules,1715,24000000
Diamonds,35118,0
The War Zone,42739,0
The Bat Whispers,26162,0
The Last Picture Show,25188,1300000
The 7th Voyage of Sinbad,15515,650000
Blood on the Sun,75888,0
Anna and the King,1439,75000000
Bicentennial Man,2277,100000000
Stuart Little,10137,133000000
The Emperor and the Assassin,10387,0
Fantasia 2000,49948,80000000
Magnolia,334,37000000
Onegin,30237,14000000
Simpatico,50116,10000000
Topsy-Turvy,46435,0
The Alley Cats,94260,0
Boiling Point,22213,0
Brenda Starr,47070,0
Carnal Knowledge,36492,0
Easy Rider,624,360000
The Falcon and the Snowman,26578,0
Hi-Yo Silver,415072,0
Room at the Top,43103,0
Ulysses,43194,0
Any Given Sunday,9563,55000000
Man on the Moon,1850,82000000
Galaxy Quest,926,45000000
The Talented Mr. Ripley,1213,40000000
Next Friday,10471,11000000
The Hurricane,10400,50000000
Angela's Ashes,10397,25
Play It to the Bone,20761,24000000
Titus,12524,0
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",28216,0
The Third Miracle,36773,0
Montana,30814,0
Snow Falling on Cedars,10219,0
"Girl, Interrupted",3558,40000000
Trans,104878,0
The Life and Times of Hank Greenberg,41276,0
My Dog Skip,17908,7000000
Supernova,10384,90000000
The Quarry,125317,0
The Terrorist,48233,24554
The Way We Were,10236,0
Tess of the Storm Country,71067,0
Stalag 17,632,1661530
The Presidio,11851,0
Papillon,5924,12000000
Pal Joey,33734,0
The Last Detail,14886,0
Five Easy Pieces,26617,0
Even Dwarfs Started Small,11900,200000
Dead Calm,10493,10000000
The Boys from Brazil,16241,0
Black Sunday,27632,0
Against All Odds,22160,0
The Snows of Kilimanjaro,4460,0
National Lampoon's Loaded Weapon 1,9644,0
The Loves of Carmen,43455,0
Fast Times at Ridgemont High,13342,4500000
A Cry in the Dark,35119,15000000
Born to Win,21256,0
Batman: Mask of the Phantasm,14919,6000000
American Flyers,14040,0
Voyage of the Damned,75641,0
Vampyros Lesbos,17343,0
A Star Is Born,22692,0
Poison,47620,250000
Pacific Heights,2990,0
Night Tide,38775,0
The Draughtsman's Contract,10831,0
Carmen,21193,0
A Zed & Two Noughts,33078,0
Woman in the Dunes,16672,0
Down to You,10472,9000000
Hellhounds on My Trail: The Afterlife of Robert Johnson,123277,0
"Not Love, Just Frenzy",79474,0
Wirey Spindell,97805,0
Another Man's Poison,53714,0
The Odessa File,21489,0
The Saphead,51392,0
Seven Chances,32600,0
Smashing Time,110479,0
Train Ride to Hollywood,299121,0
Where the Buffalo Roam,13005,0
Zachariah,65134,0
Kestrel's Eye,121738,0
Eye of the Beholder,18681,15000000
Isn't She Great,75531,36000000
The Big Tease,20468,0
The Cup,14521,0
Santitos,46835,0
Encino Man,10406,0
The Goodbye Girl,14741,0
I Am Cuba,32015,0
Malcolm X,1883,34000000
Sister Act,2005,31000000
Sister Act 2: Back in the Habit,6279,38000000
The Hand that Rocks the Cradle,11087,11700000
Alive,7305,32000000
Agnes of God,24735,0
Scent of a Woman,9475,31000000
Wayne's World,8872,20000000
Wayne's World 2,8873,0
A League of Their Own,11287,40000000
Patriot Games,9869,45000000
The Bodyguard,619,25000000
Death Becomes Her,9374,55000000
Far and Away,11259,60000000
Howards End,8293,0
Singles,11068,0
Twin Peaks: Fire Walk with Me,1923,10000000
White Men Can't Jump,10158,0
Buffy the Vampire Slayer,10206,7000000
Hard Boiled,11782,4500000
Man Bites Dog,10086,0
El Mariachi,9367,220000
Stop! Or My Mom Will Shoot,9876,0
Forever Young,10326,0
The Cutting Edge,16562,0
Of Mice and Men,9609,0
Bad Lieutenant,12143,1000000
Scream 3,4234,40000000
Single White Female,9605,16000000
The Boondock Saints,8374,6000000
Gun Shy,29076,10000000
Beloved/Friend,80471,0
Gendernauts: A Journey Through Shifting Identities,49477,0
Knockout,121940,0
The Baby,28156,0
The Brandon Teena Story,113096,0
Different for Girls,106837,0
Minnie and Moskowitz,24349,0
They Might Be Giants,27841,0
The Beach,1907,40000000
Snow Day,15489,0
The Tigger Movie,15655,30000000
Cotton Mary,68546,0
Not One Less,36210,0
Soft Toilet Seats,279444,0
Trois,77908,200000
The Big Combo,22342,0
Conceiving Ada,96484,0
Eaten Alive,30062,520000
Raining Stones,62463,0
"To Sir, with Love",25934,640000
With Byrd at the South Pole,101383,0
Boiler Room,14181,26000000
Hanging Up,10385,40000000
Pitch Black,2787,23000000
The Whole Nine Yards,2069,41300000
Beautiful People,61416,0
Black Tar Heroin: The Dark End of the Street,79515,0
Blue Collar,14839,0
Bluebeard,42186,0
The Circus,28978,9000000
City Lights,901,1500000
The Flamingo Kid,25010,0
A Dog's Life,36208,0
The Kid,10098,250000
The Man from Laramie,18264,0
The Wild McCullochs,291861,0
Class Reunion,33374,0
The Big Trees,43368,0
Happy Go Lovely,127602,0
Reindeer Games,2155,42000000
Wonder Boys,11004,35000000
Deterrence,25212,0
Judy Berlin,36048,0
Mifune,139,0
The Waiting Game,210307,0
3 Strikes,47816,6000000
Chain of Fools,20682,20000000
Drowning Mona,25166,16000000
The Next Best Thing,1831,25000000
What Planet Are You From?,10416,60000000
Beyond the Mat,14271,2053648
Ghost Dog: The Way of the Samurai,4816,0
The Year My Voice Broke,19958,0
Splendor in the Grass,28569,0
My Tutor,2193,0
The Legend of Lobo,64871,0
The Killing of Sister George,54575,0
Key Largo,11016,0
Jail Bait,23020,0
It Happened Here,54195,0
I'll Never Forget What's'isname,139058,0
For All Mankind,20423,0
Cross of Iron,10839,6000000
Bride of the Monster,36489,0
Born Yesterday,24481,0
Birdy,11296,12000000
And God Created Woman,61651,0
Blood Feast,28172,24500
"Charlie, the Lonesome Cougar",57855,0
Color Me Blood Red,28180,50000
Never Cry Wolf,14280,0
The Night Visitor,72086,0
The Perils of Pauline,149687,0
A Raisin in the Sun,29478,1500000
Two Thousand Maniacs!,28177,65000
Brown's Requiem,64166,0
The Closer You Get,73642,0
Mission to Mars,2067,90000000
The Ninth Gate,622,38000000
Condo Painting,110666,0
East/West,28463,0
Defending Your Life,12186,0
Breaking Away,20283,2300000
Hoosiers,5693,9000000
Bull Durham,287,7000000
Dog Day Afternoon,968,1800000
American Graffiti,838,777000
The Asphalt Jungle,16958,0
The Searchers,3114,3750000
The Devil's Brigade,31938,0
The Big Country,12501,0
Any Number Can Win,22650,0
Betrayed,31618,19000000
Bound for Glory,42232,0
The Bridge at Remagen,15873,0
Buck and the Preacher,26928,0
Daughters of the Dust,68427,800000
Destination Moon,25392,0
The Fantastic Night,67455,0
Hangmen Also Die!,22178,0
The Ogre,48213,0
On the Beach,35412,0
Railroaded!,43463,0
Slaves to the Underground,59939,0
Song of Freedom,159727,0
Big Fella,244151,0
The Taking of Pelham One Two Three,8333,0
Volunteers,19259,0
JFK,820,40000000
Who's Harry Crumb?,11718,0
Harry and the Hendersons,8989,0
Let's Get Harry,32031,0
Shanghai Surprise,58048,17000000
Who's That Girl,26827,0
She-Devil,11157,0
Date With an Angel,28370,0
Blind Date,918,18000000
Nadine,61178,12000000
The Muppet Movie,11176,0
The Great Muppet Caper,14900,0
The Muppets Take Manhattan,11899,8000000
Sesame Street Presents Follow That Bird,36536,0
We're Back! A Dinosaur's Story,18890,0
Baby: Secret of the Lost Legend,19736,0
Turtle Diary,123047,0
Raise the Titanic,24575,0
Titanic,16535,1805000
A Night to Remember,10971,1680000
Captain Horatio Hornblower R.N.,23928,0
The Carriers Are Waiting,31336,0
Erin Brockovich,462,52000000
Final Destination,9532,23000000
Soft Fruit,117259,0
Babymother,78231,0
The Bear,2383,0
Impact,25503,0
Love Is a Many-Splendored Thing,53879,0
Mirror,1396,0
The Crimson Pirate,11570,1850000
Thelma & Louise,1541,16000000
Something For Everyone,150043,0
...And Justice for All,17443,0
Animal House,8469,2700000
She's Gotta Have It,27995,0
School Daze,36739,0
Do the Right Thing,925,6500000
Mo' Better Blues,41823,10000000
Jungle Fever,1713,14000000
Coogan's Bluff,26170,0
The Champ,30547,0
Creature Comforts,54825,500000
Death Wish,13939,3000000
Death Wish 2,14373,2000000
Death Wish 3,24873,9000000
Death Wish 4: The Crackdown,26263,0
Death Wish 5: The Face of Death,34746,5000000
Double Indemnity,996,927262
Dying Young,9079,0
Cool as Ice,1496,6000000
Teenage Mutant Ninja Turtles,1498,13500000
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1497,25000000
Teenage Mutant Ninja Turtles III,1499,21000000
Red Dawn,1880,4200000
Band of the Hand,33762,8700000
Born American,103960,0
Bloodsport,11690,1500000
Eyes of Laura Mars,29143,7000000
Funny Bones,35292,0
The Good Earth,36652,0
"Good Morning, Vietnam",801,13000000
The Good Mother,104301,0
Grumpy Old Men,11520,0
Guess Who's Coming to Dinner,1879,4000000
Romeo Must Die,2085,25000000
Here On Earth,13539,0
Whatever It Takes,16222,15000000
Buddy Boy,109479,0
The Color of Paradise,17078,0
Waking the Dead,37722,8500000
Blood and Sand,75892,0
Gothic,33516,0
Hillbillys in a Haunted House,99008,0
Lord of the Flies,9960,250000
Modern Times,3082,1
National Lampoon's Last Resort,49338,0
Solar Crisis,2102,55000000
That's Life!,52961,0
Heart and Souls,12187,0
Hud,24748,2500000
The Hustler,990,2000000
Inherit the Wind,1908,0
Dersu Uzala,9764,4000000
Close Encounters of the Third Kind,840,20000000
The City of the Dead,39890,0
Jonah Who Will Be 25 in the Year 2000,42237,0
Retroactive,26689,0
A Place in the Sun,25673,0
Jacob's Ladder,2291,25000000
Empire Records,13531,0
La Bamba,16620,6500000
Ladyhawke,526,20000000
Lucas,13346,6000000
High Fidelity,243,30000000
The Road to El Dorado,10501,95000000
The Skulls,11478,15000000
Autopsy,96167,0
Devil Girl from Mars,24212,0
El Dorado,6644,4653000
The Hideous Sun Demon,41038,0
Hook,879,70000000
Horror Express,32613,300000
My Chauffeur,39406,0
The Son of the Sheik,85689,0
Torso,31624,0
True Grit,17529,0
Roadside Prophets,40841,0
Madame Sousatzka,118098,0
Max Dugan Returns,1793,0
Midnight Express,11327,2300000
Misery,1700,20000000
Mr. Saturday Night,54087,43000000
Murphy's Romance,34322,13000000
My Life,41659,0
Solaris,593,0
Network,10774,3800000
No Way Out,10083,15000000
North Dallas Forty,29786,0
The Odd Couple,11356,0
The Outlaw Josey Wales,10747,3700000
Black and White,38809,10000000
Frequency,10559,31000000
Ready to Rumble,20697,24000000
Return to Me,2621,24000000
Rules of Engagement,10479,60000000
Joe Gould's Secret,125709,0
Me Myself I,49721,0
"Bell, Book and Candle",2006,0
The Bells,184885,0
The End of Violence,46625,5000000
Force 10 from Navarone,17339,5000000
How to Stuff a Wild Bikini,26879,0
Mystery Train,11305,2800000
Sacco & Vanzetti,48211,0
Taffin,28975,0
Arthur,13665,7000000
Bachelor Party,12309,6000000
Parenthood,1552,0
Predator,106,18000000
The Prince of Tides,10333,30000000
The Postman Always Rings Twice,11027,12000000
Smoking / No Smoking,61560,0
All the Vermeers in New York,123757,0
An Actor's Revenge,27197,0
28 Days,10468,43000000
American Psycho,1359,7000000
Keeping the Faith,4967,30000000
Where the Money is,31776,0
East Is East,10557,3800000
The Filth and the Fury,27745,0
Passion of Mind,19214,0
Third World Cop,46686,0
Coming Apart,71402,0
Diner,13776,0
Shakes the Clown,26291,1400000
Cabaret,10784,6000000
What Ever Happened to Baby Jane?,10242,980000
Prick Up Your Ears,27857,0
Auntie Mame,16347,0
Guys and Dolls,4825,5500000
The Hunger,11654,0
Marathon Man,10518,6500000
Caddyshack,11977,6000000
Gossip,18041,14000000
Love & Basketball,14736,20000000
U-571,3536,62000000
The Virgin Suicides,1443,6000000
Jennifer Eight,10424,20000000
The Law,80677,0
Limelight,28971,0
Empire of Passion,49096,0
Stacy's Knights,310431,0
Committed,40562,3000000
The Crow: Salvation,9456,10000000
The Flintstones in Viva Rock Vegas,889,83000000
Where the Heart Is,10564,15000000
The Big Kahuna,15723,7000000
Bossa Nova,19600,0
Smiling Fish & Goat On Fire,125537,0
The Idiots,452,2500000
The Last September,68170,0
Timecode,36234,4000000
Carnosaur,39283,1000000
Carnosaur 2,65460,0
Carnosaur 3: Primal Species,55667,0
Defying Gravity,31978,0
The Hidden,12476,0
Two Moon Junction,5241,0
Gladiator,98,103000000
I Dreamed of Africa,21311,34000000
Up at the Villa,47724,0
Human Traffic,11129,600000
"Jails, Hospitals & Hip-Hop",94214,0
Black Tights,117781,0
Breathless,1058,0
The Great Locomotive Chase,37112,0
The Idolmaker,42159,0
Inferno,16395,3000000
The King of Marvin Gardens,50627,0
"The Nibelungs, Tale 1: Siegfried",5608,0
The Lords of Flatbush,38925,160000
Mr. Mom,13105,0
Time Masters,22501,0
Battlefield Earth,5491,44000000
Center Stage,10560,18000000
Held Up,19489,0
Screwed,19419,0
Whipped,23531,3000000
Hamlet,10688,2000000
Anchors Aweigh,17889,0
Blue Hawaii,18228,0
The Castaway Cowboy,80351,0
G.I. Blues,18642,0
The Gay Deceivers,205054,0
Gypsy,39391,0
King Creole,18644,0
On the Town,31516,2111250
One Little Indian,45827,0
Pee-wee's Big Adventure,5683,6000000
Regret to Inform,113279,0
Roustabout,2094,0
Saludos Amigos,14906,0
The Slipper and the Rose,16176,0
Things Change,52770,0
Honeymoon in Vegas,12518,25000000
Dinosaur,10567,127500000
Loser,10642,0
Road Trip,9285,16000000
Small Time Crooks,10569,0
The Hollywood Knights,21879,2500000
The Myth Of Fingerprints,98502,2000000
Possession,21484,0
The Twelve Chairs,24918,0
Mission: Impossible II,955,125000000
Shanghai Noon,8584,55000000
Better Living Through Circuitry,47295,0
8 ½ Women,11332,0
Carnival of Souls,16093,30000
Flying Tigers,29372,0
The Gold Rush,962,923000
Lisa and the Devil,5483,1000000
It's in the Water,21060,0
Monsieur Verdoux,30588,2000000
On Her Majesty's Secret Service,668,6500000
Seven Days in May,23518,0
The Spy Who Loved Me,691,14000000
Those Who Love Me Can Take the Train,31353,0
Vagabond,44018,0
Moonraker,698,34000000
The Man with the Golden Gun,682,7000000
A King in New York,28973,0
A Woman of Paris,28974,0
In Old California,40685,0
The Fighting Seabees,22994,0
Dark Command,40639,0
Cléo from 5 to 7,499,0
Big Momma's House,9600,30000000
Running Free,120077,0
The Abominable Snowman,38006,0
American Gigolo,2768,4800000
Anguish,42002,0
The Blood Spattered Bride,40365,0
City of the Living Dead,24920,0
The Endless Summer,21,0
The Guns of Navarone,10911,6000000
La Grande Bouffe,10102,0
Lured,30308,0
Pandora and the Flying Dutchman,38688,0
Quatermass and the Pit,26912,0
Quatermass II,26278,0
Puppet Master,26953,0
Puppet Master II,26954,780000
Puppet Master III Toulon's Revenge,26956,800000
Puppet Master 4,26957,0
Puppet Master 5: The Final Chapter,26958,0
Curse of the Puppet Master,26959,0
Retro Puppet Master,26960,0
Rent-a-Cop,80287,0
Romeo and Juliet,6003,0
Stay Tuned,23939,25000000
The Story of G.I. Joe,46614,0
Blazing Saddles,11072,2600000
Benji,23069,0
Benji the Hunted,21299,0
For the Love of Benji,38802,0
White Christmas,13368,0
Eraserhead,985,10000
Baraka,14002,4000000
The Man with the Golden Arm,541,0
The Decline of Western Civilization,21137,100000
The Decline of Western Civilization Part II: The Metal Years,36724,0
For a Few Dollars More,938,600000
Magnum Force,10648,0
Blood Simple,11368,1500000
The Fabulous Baker Boys,10875,13000000
Prizzi's Honor,2075,0
Flatliners,1551,26000000
Gandahar,22500,0
Porky's,10246,4000000
Porky's II: The Next Day,19698,6500000
Porky's 3: Revenge,23919,9000000
Private School,18835,0
Class of Nuke 'Em High,26554,2000000
The Toxic Avenger,15239,0
The Toxic Avenger Part II,28165,0
The Toxic Avenger Part III: The Last Temptation of Toxie,28169,0
Night of the Creeps,15762,0
Predator 2,169,35000000
The Running Man,865,27000000
Starman,9663,22000000
The Brother from Another Planet,26889,0
Alien Nation,10128,16000000
Mad Max,9659,400000
Mad Max 2: The Road Warrior,8810,2000000
Mad Max Beyond Thunderdome,9355,12305523
Bird on a Wire,1727,20000000
Angel Heart,635,17000000
Nine 1/2 Weeks,10068,17000000
Firestarter,11495,15000000
Sleepwalkers,11428,0
Action Jackson,10117,7000000
Sarafina!,35936,0
Soapdish,25562,0
The Long Walk Home,51763,0
Clara's Heart,73079,0
Burglar,38921,0
Fatal Beauty,35463,0
Gone in Sixty Seconds,9679,90000000
American Pimp,24587,0
Love's Labour's Lost,51333,13000000
Sunshine,17771,0
Trixie,31610,0
American Virgin,60005,0
Hamlet,10264,0
Coming Home,31657,3000000
American Pop,29204,0
Assault on Precinct 13,17814,150000
Near Dark,11879,5000000
One False Move,21128,0
Shaft,482,4000000
The Conversation,592,1600000
Cutter's Way,31593,3000000
The Fury,12611,5500000
The Paper Chase,14328,0
Prince of the City,32047,0
Serpico,9040,3000000
Ace in the Hole,25364,1821052
Lonely Are the Brave,43002,0
The Sugarland Express,5121,3000000
Trouble in Paradise,195,0
Big Trouble in Little China,6978,25000000
Badlands,3133,0
Battleship Potemkin,643,0
Boys and Girls,10571,16000000
Shaft,479,46000000
Titan A.E.,7450,75000000
Butterfly,31023,3000000
Jesus' Son,25636,0
The Match,41160,0
Time Regained,47439,0
Boricua's Bond,207731,0
Chicken Run,7443,45000000
"Me, Myself & Irene",2123,51000000
The Patriot,2024,110000000
The Adventures of Rocky & Bullwinkle,17711,76000000
The Perfect Storm,2133,120000000
The Golden Bowl,29946,15000000
Asylum,25993,0
Communion,28774,0
Fun & Fancy Free,46929,0
The Kentucky Fried Movie,11598,600000
Bound by Honor,9702,35000000
Daughter of Dr. Jekyll,117026,0
F/X,9873,0
F/X2,16820,16400000
The Hot Spot,14864,0
Missing in Action,15379,1500000
Missing in Action 2: The Beginning,12764,2410000
Braddock: Missing in Action III,27352,0
Thunderbolt and Lightfoot,8348,0
Dreamscape,24099,0
The Golden Voyage of Sinbad,17897,0
Hatchet for the Honeymoon,28050,0
House Party,16094,2500000
House Party 2,16096,0
Make Mine Music,20343,68
Melody Time,13757,2000000
Nekromantik,11822,0
On Our Merry Way,90980,0
Project Moon Base,26270,0
Rocketship X-M,37744,0
Shaft in Africa,494,2142000
Shaft's Big Score!,493,1978000
Croupier,12706,0
The Kid,4244,65000000
Scary Movie,4247,19000000
But I'm a Cheerleader,20770,1200000
Shower,1050,0
Blow-Up,1052,0
The Pawnbroker,20540,500000
Groove,23655,0
Footloose,1788,8200000
Duel in the Sun,32275,6000000
X-Men,36657,75000000
Chuck & Buck,44490,0
The Five Senses,47585,0
The Wisdom of Crocodiles,1448,0
The In Crowd,36047,15000000
What Lies Beneath,2655,100000000
Pokémon: The Movie 2000,12599,30000000
Criminal Lovers,33828,0
Anatomy of a Murder,93,0
Freejack,9278,0
Greaser's Palace,90715,0
H.O.T.S.,59181,0
Knightriders,22167,3000000
Mackenna's Gold,18118,7000000
Sinbad and the Eye of the Tiger,11940,3500000
Two Women,24167,0
What About Bob?,10276,35000000
White Sands,19380,0
Breaker Morant,13783,107
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,11624,2000000
Interiors,15867,0
Love and Death,11686,3000000
The Official Story,29263,0
The Other Side of Sunday,46754,0
Pot o' Gold,18702,0
Tampopo,11830,0
Thomas and the Magic Railroad,16110,0
Nutty Professor II: The Klumps,12107,84000000
The Girl on the Bridge,10401,0
Wonderland,32640,0
Autumn in New York,10641,65000000
Coyote Ugly,6282,45000000
Hollow Man,9383,95000000
Space Cowboys,5551,65000000
Better Living,277726,0
Mad About Mambo,43079,0
Psycho Beach Party,27723,1500000
Saving Grace,2360,10000000
Black Sabbath,28043,0
The Brain That Wouldn't Die,33468,62000
Bronco Billy,21866,0
The Crush,33408,6000000
Kelly's Heroes,11589,4000000
Phantasm II,15158,3000000
Phantasm III: Lord of the Dead,16139,2500000
Phantasm IV: Oblivion,16146,650000
Pumpkinhead,26515,3500000
Air America,11856,0
Sleepaway Camp,13567,350000
Steel Magnolias,10860,0
...And God Created Woman,8420,0
Easy Money,18391,0
Ilsa: She Wolf of the SS,20850,0
Silent Fall,39473,30000000
The Spiral Staircase,27452,0
What Ever Happened to Aunt Alice?,77571,0
Margaret Cho: I'm the One That I Want,38548,0
The Tao of Steve,20438,0
The Tic Code,274868,0
Aimee & Jaguar,2211,0
An Affair of Love,46991,0
The Autumn Heart,201581,0
Bless the Child,10391,40000000
Cecil B. Demented,14195,10000000
The Eyes of Tammy Faye,15665,0
The Opportunists,45905,0
The Replacements,10393,0
About Adam,18168,0
The Cell,8843,33000000
Godzilla 2000,10643,1000000
The Original Kings of Comedy,23618,0
Sunset Strip,117262,0
All the Rage,30946,0
The Naked Gun: From the Files of Police Squad!,37136,12000000
The Naked Gun 2½: The Smell of Fear,37137,23000000
Our Town,23283,0
Shane,3110,3100000
"Suddenly, Last Summer",14698,3000000
Cat Ballou,11694,0
A Couch in New York,47434,0
The Devil Rides Out,39891,0
Jerry and Tom,76891,0
Supergirl,9651,35000000
X: The Unknown,26865,0
The Art of War,11398,40000000
The Ballad of Ramblin' Jack,161687,0
Phish: Bittersweet Motel,26244,0
Bring It On,1588,28000000
Catfish in Black Bean Sauce,287821,0
The Crew,19150,0
Love & Sex,25128,0
Steal This Movie,18153,0
Went to Coney Island on a Mission from God... Be Back by Five,30910,0
Skipped Parts,41282,0
Highlander: Endgame,12211,25000000
Backstage,137236,0
Turn It Up,9995,0
Anatomy,1698,0
Nurse Betty,10480,24000000
Alone,80713,0
The Watcher,10685,33000000
The Way of the Gun,1619,8500000
Almost Famous,786,60000000
Bait,14805,35000000
Circus,51179,0
Crime + Punishment in Suburbia,46119,0
Duets,18074,0
Goya in Bordeaux,170767,0
Urbania,77332,0
Uninvited Guest,27665,0
The Specials,29015,0
Under Suspicion,10562,25000000
Prince of Central Park,201724,0
Urban Legends: Final Cut,12212,14000000
Woman on Top,14629,8000000
Dancer in the Dark,16,12800000
Best in Show,13785,0
Beautiful,34299,0
Barenaked in America,15752,0
The Broken Hearts Club: A Romantic Comedy,22597,1000000
Girlfight,19348,0
Remember the Titans,10637,30000000
Hellraiser,9003,1000000
Hellbound: Hellraiser II,9064,3000000
Hellraiser III: Hell on Earth,11569,5000000
"Faraway, So Close!",10434,0
Beach Party,26484,0
Bikini Beach,39113,0
Return of the Fly,38126,0
Pajama Party,53617,0
Stranger Than Paradise,469,0
Voyage to the Bottom of the Sea,2160,1580000
Fantastic Voyage,2161,5115000
Abbott and Costello Meet Frankenstein,3073,0
The Bank Dick,911,0
Creature from the Black Lagoon,10973,0
The Giant Gila Monster,34077,0
The Invisible Man,10787,328000
The Killer Shrews,43109,0
Kronos,43230,0
Phantom of the Opera,15855,1500000
Runaway,9507,0
The Slumber Party Massacre,27475,0
Slumber Party Massacre II,27764,0
Slumber Party Massacre III,27767,0
Sorority House Massacre,40760,0
Sorority House Massacre II,40446,0
Bamboozled,24664,0
Bootmen,21370,0
Digimon: The Movie,20455,5500000
Get Carter,10461,63600000
Get Carter,1485,1814462
Meet the Parents,1597,55000000
Requiem for a Dream,641,4500000
Tigerland,10687,10000000
Two Family House,63956,0
The Contender,6521,9000000
Dr. T and the Women,10763,12000000
Just Looking,100975,3000000
The Ladies Man,16888,24000000
Lost Souls,10383,0
Billy Jack,21142,0
Billy Jack Goes to Washington,78140,0
The Time Machine,2134,750000
Haunted,18801,0
Ghoulies,18498,1000000
Ghoulies II,28605,0
The Unsinkable Molly Brown,42797,0
The Adventures of Ichabod and Mr. Toad,13465,0
The Strange Love of Martha Ivers,27033,0
Detour,20367,30
Billy Elliot,71,5000000
Bedazzled,1636,48000000
Pay It Forward,10647,40000000
The Beyond,19204,0
The Private Eyes,13762,0
The Legend of Drunken Master,12207,0
Book of Shadows: Blair Witch 2,11531,0
The Little Vampire,24100,22000000
Lucky Numbers,10783,65000000
Stardom,47302,0
Charlie's Angels,4327,92000000
The Legend of Bagger Vance,4958,80000000
Little Nicky,9678,85000000
Men of Honor,11978,32000000
Red Planet,8870,80000000
What's Cooking?,77434,0
You Can Count on Me,14295,0
Diamonds Are Forever,681,7200000
The Eagle Has Landed,11372,0
The 6th Day,8452,82000000
Bounce,10862,35000000
How the Grinch Stole Christmas,8871,123000000
One Day in September,34045,0
Rugrats in Paris: The Movie,16340,30
102 Dalmatians,10481,85000000
Malena,10867,0
Quills,10876,13500000
Unbreakable,9741,75000000
Boys Life 3,79920,0
"Crouching Tiger, Hidden Dragon",146,17000000
Dungeons & Dragons,11849,35000000
Proof of Life,11983,65000000
Vertical Limit,11678,75000000
The Bounty,2669,25000000
Code of Silence,20721,0
"Planes, Trains and Automobiles",2609,0
She's Having a Baby,12714,0
Secrets of the Heart,92603,0
The Living Daylights,708,40000000
The Transformers: The Movie,1857,6000000
Wall Street,10673,15000000
Born on the Fourth of July,2604,14000000
